firm,date_review,job_title,current,location,overall rating,work life balance,culture values,diversity inclusion,career opportunities ,company benefits,senior mgmt,headline,status
EY,3/16/2020, Data Analyst,"Current Employee, less than 1 year",Bangalore,4,5,5,4,4,4,5," Best place to work, Classy, no politics or less politics,best place to learn",0
EY,3/20/2020, Senior Data Scientist,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",1,3,3,1,1,3,1,Worst Company to work for - EY GDS,1
EY,3/24/2020, Data Entry,"Current Employee, less than 1 year",TiruppÅ«r,4,5,4,4,4,4,4,Your company is trusted company so I like to work in your company,0
EY,5/27/2020, Data Analyst,"Current Employee, less than 1 year",Mumbai,4,4,5,5,5,3,5,"Excellent learning at EY, Excellent learning curve.
Great opportunities to grow yourself.
Flat hierarchy, you can reach out to anyone without hesitation and Brand value.",0
EY,06-09-2020, Data Analyst,Current Employee,Bangalore,5,3,5,4,5,2,5,Great work environment,0
EY,6/18/2020, Advanced Data Analyst,"Current Employee, more than 3 years","Gurgaon, Haryana, Haryana",5,3,5,4,4,4,3,"good culture and environment to work in, provides deaslines effective for the better performance",0
EY,09-05-2020, Data Analyst,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",2,1,1,2,3,5,1,"Learning opportunity, flexible work hours, job stability are good but culture, work pressure,management handling, salary are worst.",1
EY,10-07-2020, Data Analyst,Current Employee,Bangalore,3,4,4,4,3,2,4,Difficult for a fresher,1
EY,10-07-2020, Data Analyst,Current Employee,Bangalore,3,4,4,4,3,2,4,Difficult for a fresher,1
EY,10-12-2020, Data Analyst,"Current Employee, more than 1 year",Mumbai,4,1,2,3,3,4,3,"salary is on time, management is supportive overall good company. ",0
EY,10/15/2020, Data Analyst,Current Employee,"Gurgaon, Haryana, Haryana",1,1,1,2,1,1,1,Pathetic work culture,1
EY,11/18/2020, Data Engineer,"Current Employee, more than 1 year",Bangalore,4,3,4,4,4,5,3,Good company  to learn,0
EY,11/19/2020, Data Scientist,"Current Employee, more than 1 year",Mumbai,4,1,3,3,4,5,2,It's good for hard and smart working people to work here.,0
EY,11/27/2020, Data Analyst,Current Employee,Chennai,3,2,3,3,3,2,3,"Flexible working hours, Supportive and helpful colleagues but less pay",2
EY,12-04-2020, Lead Data Analyst,Current Employee,Thiruvananthapuram,4,4,4,4,4,4,4,It is one of the companies where one can produce a very fruitful career,0
EY,01-11-2021, Data Analyst,"Current Employee, less than 1 year",Bangalore,3,2,4,3,2,4,4,"Job safety, great organization, other benefits but no career development overall average company.",1
EY,1/20/2021, Bigdata Engineer,"Current Employee, more than 1 year",Bangalore,5,5,5,5,5,5,5,it is good company to work,0
EY,1/31/2021, Senior Data Analyst,"Current Employee, more than 1 year",Bangalore,3,3,4,4,3,3,3,A company where you can stay if you are satisfied with your life!,2
EY,02-10-2021, Data Engineer,"Current Employee, more than 1 year",Chennai,5,4,5,4,5,4,5,"Work culture is good.
Advanced Technology.",0
EY,2/13/2021, Data Scientist,"Current Employee, more than 1 year",Bangalore,4,5,5,5,5,3,5,A good work environment,0
EY,2/17/2021, Data Architect,"Current Employee, more than 1 year",Bangalore,5,4,4,5,4,4,4,"Good People, good Workplace and best type of opportunity",0
EY,2/26/2021, Business Analyst/Data Analyst,Current Employee,"Gurgaon, Haryana, Haryana",3,1,2,5,4,3,3,EY is the good opportunity,0
EY,03-09-2021, Senior Big Data Engineer,Current Employee,Bangalore,3,1,2,3,3,3,1,Good Company but no work life balance,2
EY,3/16/2021, Data & Analytics Manager,"Current Employee, more than 3 years",Bangalore,5,4,5,5,5,4,5,"Good culture,
Plenty of opportunities to work and enhance your skill,
Great management,
People centric",0
EY,3/16/2021, Data Analyst,"Current Employee, less than 1 year",Mumbai,4,3,5,4,4,4,5,Great company to begin your professional career.,0
EY,3/18/2021, Senior Data Analyst,Current Employee,Thiruvananthapuram,4,4,4,4,4,4,4,Decent place to work,0
EY,04-09-2021, Lead Data Analyst,Current Employee,"Gurgaon, Haryana, Haryana",4,2,4,4,4,3,3,Excellent work environment,0
EY,04-12-2021, Data Scientist,Current Employee,"Gurgaon, Haryana, Haryana",3,3,2,1,2,2,1,"poor management, learning and no proper growth",1
EY,4/15/2021, Data Scientist,"Current Employee, more than 1 year",Bangalore,3,1,5,5,3,2,4,poor management and no proper growth,1
EY,4/20/2021, Data Analyst,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",4,1,5,5,4,1,1,"Amazing Team, Good Environment and Big 4 Exp but low salary",2
EY,5/17/2021, Data Scientist,Current Employee,New Delhi,5,5,5,4,5,4,5,Great friendly innovative learning excellent,0
EY,5/20/2021, Data Scientist,Current Employee,Bangalore,5,5,5,5,5,5,5,Good working environment with flexible hours,0
EY,5/24/2021, Data Analyst,"Current Employee, more than 1 year",Calcutta,3,1,2,3,3,3,1,"Good working environment but long work hours, poor management, need to work on weekends as well.",1
EY,5/30/2021, Senior Data Scientist,"Current Employee, more than 1 year",Bangalore,5,4,4,5,5,3,5,Great enriching work culture,0
EY,06-04-2021, Data Analyst,Current Employee,Bangalore,4,2,3,3,3,2,3,Good environment . Great teams. Helpful. Learning pro only drawback is no work life balance and less play,0
Equiniti,04-08-2019, Data Analyst,"Current Employee, more than 5 years",Chennai,4,4,3,4,4,1,3,Excellent Workplace,0
Eversheds-Sutherland,05-07-2020, Data Analyst,Current Employee,Chennai,5,5,5,5,5,5,5,Good company to work,0
FARFETCH,09-04-2020, Lead Data Engineer,"Current Employee, less than 1 year","Gurgaon, Haryana, Haryana",4,4,4,4,4,5,4,Excellent Company to Work For,0
Goldman-Sachs,04-07-2020, Data Analyst,Current Employee,Bangalore,5,4,5,4,4,4,5,good environment no hierarchy between seniors juniors,0
Goldman-Sachs,10/16/2020, Data Scientist,Current Employee,Bangalore,5,4,5,4,5,4,5,Amazing Company to Work For,0
Goldman-Sachs,5/16/2021, Data Analyst,Current Employee,Bangalore,4,1,3,3,3,4,3,very nice company to work with good salary but hectic work.,2
Google,8/27/2017, Data Entry,"Current Employee, more than 3 years",Dombivli,5,5,5,4,5,5,5,Google is the  best company for online job,0
Google,07-06-2018, Online Data Entry,"Current Employee, less than 1 year","NÄgpur, Maharashtra, Maharashtra",4,5,5,4,5,5,5,Google is the best company of word,0
Google,07-05-2019, Data Scientist,"Current Employee, less than 1 year",Bangalore,5,4,4,4,4,4,4,To get experience from Google need to work with them!,0
Google,07-11-2019, Data Analyst,Current Employee,"Gurgaon, Haryana, Haryana",4,5,5,4,4,4,4,flexibility in shifts  and good environment,0
Google,12-01-2019, Data Engineer,"Current Employee, less than 1 year",Bangalore,5,4,5,4,5,5,4,Good environment to work in.,0
Google,03-08-2020, Senior Data Scientist,"Current Employee, more than 3 years",Chennai,5,5,5,4,4,5,5,high knowledge in tech and information,0
Google,4/22/2020, Data Analyst,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",5,4,4,4,4,4,4,"Good Environment,Free meals and Cab,Free snacks",0
Google,6/17/2020, Data Analyst,Current Employee,Bangalore,5,5,5,5,5,5,5,very very good plae to work,0
Google,6/18/2020, Big Data Developer,Current Employee,"NÄgpur, Maharashtra, Maharashtra",5,5,4,4,2,1,3,excellent experince till now amazing place to work,0
Google,7/24/2020, Senior Data Scientist,Current Employee,Noida,5,2,2,2,3,5,2,"Great Work Place, Everything is fine with google",0
Google,08-04-2020, Data Scientist,Current Employee,"Gurgaon, Haryana, Haryana",3,4,4,4,4,4,4,"High payscale, treat employees very good and working conditions are also good",0
Google,8/21/2020, Data Scientist,Current Employee,Pune,5,5,5,5,5,5,5,Best company to work with.,0
Google,09-07-2020, Data Analyst,"Current Employee, less than 1 year",Bangalore,5,5,5,5,5,5,5,Awesome to work here,0
Google,9/25/2020, Any Type of Job Like Data Entry,"Current Employee, less than 1 year",Bhopal,5,5,5,5,5,3,5,It's Genuine and believable ,0
Google,11/25/2020, Data Analyst,"Current Employee, more than 1 year",Bangalore,5,5,5,5,5,5,5,Best company for technology IT,0
Google,12/19/2020, Senior Data Scientist,Current Employee,Kathmandu,5,5,5,5,5,5,5,Good to work here,0
Google,12/31/2020, Data Scientist,"Current Employee, more than 8 years",Bangalore,4,4,4,4,4,3,4,the best company in the world. it improves my knowledge and skills.,0
Google,02-12-2021, Data Scientist,Current Employee,"Tarapur, Maharashtra, Maharashtra",4,,,,,,,It is good man what else can I say,0
Google,04-03-2021, Data Analyst,"Current Employee, more than 1 year",New Delhi,4,5,5,5,5,5,5,Best of the best in market,0
Google,05-02-2021, Data Scientist,"Current Employee, less than 1 year",New Delhi,5,5,5,5,5,5,5,It's the best company one could get into,0
Google,5/23/2021, Data Analyst,"Current Employee, less than 1 year",Mumbai,5,5,5,5,5,5,5,Good place to work with,0
Grant-Thornton,4/28/2021, Senior Data Analyst,"Current Employee, more than 1 year",Bangalore,4,4,5,4,4,2,4,One of the best companies to work for. Good work-life balance with flexible work timings.,0
HSBC-Holdings,07-09-2017, Data Analyst,"Current Employee, more than 1 year",Bangalore,4,4,4,4,4,3,4,allows to display our creativity and work closely with the management that enhances the learning ability and performance overall a good company to for for,0
HSBC-Holdings,02-04-2019, Data Analyst,"Current Employee, more than 1 year",Pune,5,5,5,5,5,5,5,Working culture is good.Teams are very helpful,0
HSBC-Holdings,9/28/2020, Data Analyst,"Current Employee, more than 1 year",Bangalore,5,5,5,4,4,3,4,"Great experience, good Work Life Balance and
Respect for employees",0
HSBC-Holdings,10/28/2020, Data Analyst,"Current Employee, more than 1 year",Bangalore,5,4,4,4,4,4,4,"Good work-life balance, career, compensation, bonus and A good working place for women employees",0
HSBC-Holdings,1/28/2021, Data Analyst,"Current Employee, more than 1 year",Bangalore,2,5,2,5,2,3,1,no proper coordiantion between the subordinates and the managers in the context of hikes of employees,1
HSBC-Holdings,4/28/2021, Data Analyst,"Current Employee, more than 3 years",Bangalore,4,4,3,5,3,2,5,"It's a good company but Technical learning is less, business learning is more.",0
IBM,1/17/2017, Oracle Database Administrator,"Current Employee, more than 1 year",Bangalore,4,5,5,4,4,3,5,"It is a very employee-friendly organization. No swipe in swipe out concept.
Work when ever you want and where ever you want Overall a nice place to work.",0
IBM,04-09-2017, Oracle Database Administrator,"Current Employee, more than 3 years",Bangalore,3,1,1,2,2,1,2,"for learning in initial good  carrier its good but Less Salary - No increments year after year , 
No Leaves -  excuse is utilization will go down . Yearly leaves are eyewash.
UN-realistic yearly targets and exception is great with hands tied of a resource
Demotivating environment
Work from home has gone now",1
IBM,5/30/2017, Data Specialist ,"Current Employee, less than 1 year",Calcutta,5,5,5,4,5,5,5,"Fantastic work life balance,fantastic work culture with some with some great pays and perks especially if you are a fresher.",0
IBM,06-01-2017, Data Management Support Specialist,"Current Employee, more than 3 years",Bangalore,5,5,5,4,5,4,3,Worlds best company to work,0
IBM,6/21/2017, Data Engineer,"Current Employee, more than 5 years",Bangalore,3,4,2,4,4,3,3,A company with a lot of opportuinites,0
IBM,7/14/2017, SQL Server Database Administrator,"Current Employee, more than 3 years",Bangalore,4,4,5,4,5,4,5,Provides a great platform to start your career. I am happy to be the part of IBM family. Growth opportunities and endless learning.,0
IBM,08-02-2017, Data Specialist,"Current Employee, less than 1 year","Gurgaon, Haryana, Haryana",3,4,2,2,3,1,3,"Flexible Timing
Good Work Culture
Onsite options if stay for long time.",0
IBM,08-04-2017, Data Scientist,"Current Employee, more than 3 years",Bangalore,4,5,5,4,4,2,4,wonderful and amazing company to work,0
IBM,11/13/2017, Senior Data Analyst,"Current Employee, less than 1 year",Bangalore,4,2,5,4,5,2,2,Good Company to work,0
IBM,11/20/2017, Test Specialist Data,"Current Employee, more than 3 years","Gurgaon, Haryana, Haryana",3,4,2,4,3,1,2,company need to improve in various aspects,1
IBM,11/27/2017, Senior Database Administrator,"Current Employee, more than 10 years",Calcutta,2,3,2,2,2,2,1,"no work life balance, worst working environment",1
IBM,12/26/2017, Data Specialist,"Current Employee, less than 1 year",Pune,4,3,3,4,3,3,4,good work life balance and encourages the innovation and creativity  but less salary.,2
IBM,1/29/2018, Data Analyst,"Current Employee, less than 1 year",Bangalore,4,4,3,4,3,4,3,"Flexible, Good to work, Improvement of technical skills but no hikes given.",2
IBM,02-12-2018, Data Stage Developer,"Current Employee, more than 3 years",Bangalore,4,4,4,4,4,2,4,IBM is a good place to work,0
IBM,2/20/2018, Senior Database Administrator,Current Employee,Bangalore,4,4,4,4,4,3,3,Flexible working,0
IBM,2/28/2018, Data Specialist,"Current Employee, more than 5 years",Bangalore,4,3,3,4,3,2,3,Good place to work with slow growth,2
IBM,03-10-2018, Data Scientist,"Current Employee, more than 1 year",Bangalore,4,4,3,4,2,2,1,good company to work for,0
IBM,03-12-2018, Oracle Database Administrator,"Current Employee, less than 1 year",Bangalore,4,3,4,4,4,3,3,"Flexibility, Culture, Good Environment, less stress",0
IBM,3/16/2018, Data Scientist,"Current Employee, more than 1 year",Bangalore,5,4,4,4,5,4,5,"An organization that helped me to transform myself and made me realize what I need rather than what I want. There could always be some instances in your career when you are not happy with work or compensation or flexibility offered by the organizations and it can be highly confusing and misleading at times. In such situations all need is some extra space to choose from multiple options. IBM has been helpful for me to choose the right kind of work,benefit and flexibility.",0
IBM,3/16/2018, Data Scientist,"Current Employee, more than 1 year",Bangalore,5,4,4,4,5,4,5,"An organization that helped me to transform myself and made me realize what I need rather than what I want. There could always be some instances in your career when you are not happy with work or compensation or flexibility offered by the organizations and it can be highly confusing and misleading at times. In such situations all need is some extra space to choose from multiple options. IBM has been helpful for me to choose the right kind of work,benefit and flexibility.",0
IBM,04-04-2018, Data Analyst,"Current Employee, more than 3 years",New Delhi,4,4,4,4,4,4,4,good company to work,0
IBM,04-09-2018, DB2 Database Administrator,"Current Employee, more than 5 years",Noida,4,4,4,4,4,3,2,Good Company to work with,0
IBM,5/25/2018, Data Scientist,"Current Employee, more than 1 year",Bangalore,5,4,4,4,3,3,4,"wonderful company , Beautiful Work culture, Nature",0
IBM,5/30/2018, Oracle Database Administrator,"Current Employee, more than 3 years",Bangalore,4,4,5,4,3,4,4,Nice environment to work .,0
IBM,06-05-2018, Data Scientist,"Current Employee, more than 1 year",Bangalore,5,5,4,4,4,5,4,"Flexible working hours and work from home policy, Competitive compensation and Good holiday and leave policy",0
IBM,6/19/2018, Data Scientist,"Current Employee, more than 1 year",Calcutta,3,5,4,3,2,2,3,Good to work but no growth ,1
IBM,6/19/2018, Data Scientist,"Current Employee, more than 1 year",Calcutta,3,5,4,3,2,2,3,Good to work but no grow,1
IBM,07-02-2018, Database Developer,"Current Employee, more than 1 year",Bangalore,3,3,3,3,3,3,3,great place to learn but can't expect raise,2
IBM,7/16/2018, Data Scientist,"Current Employee, more than 10 years",Bangalore,3,4,4,4,4,3,3,Good Company..Depends on the team,2
IBM,7/19/2018, Data Architect,"Current Employee, more than 10 years",Bangalore,3,2,4,4,4,3,2,"good learning exp for fresher. certifications, trainings for exp",0
IBM,7/29/2018, Data Programmer,"Current Employee, more than 3 years",Bangalore,5,5,5,5,4,3,3,"Good working environment
Offers flexibiity in terms of daily works and work from home facilities
Encouragement towards learning through certification and badges but lesser salaries, hikes, bonus ",0
IBM,10-02-2018, Oracle Database Administrator,"Current Employee, more than 1 year",Bangalore,5,4,4,4,5,5,4,amazing company to Work For,0
IBM,11/15/2018, Data Specialist,"Current Employee, more than 5 years",Noida,3,4,4,4,3,3,3,Good company to work,0
IBM,01-12-2019, Data Specialist,"Current Employee, more than 5 years",Calcutta,4,4,4,3,3,3,3,"Latest technology driven, Innovative, Good work culture, work from home facility, technically sound people, opportunity to excel in new domain",0
IBM,1/22/2019, Database Developer,"Current Employee, more than 3 years",Bangalore,4,5,5,4,4,4,5,"Good place to work.
Work life balance.",0
IBM,1/23/2019, Lead Database Administrator,"Current Employee, more than 3 years",Pune,5,5,5,5,5,5,5,Good Company to work in flexibiity,0
IBM,2/17/2019, Senior Data Analyst,"Current Employee, more than 1 year",Bangalore,5,4,5,4,4,4,4,Good company to Work,0
IBM,2/27/2019, Data Engineer,"Current Employee, more than 3 years",Bangalore,3,3,4,4,3,2,4,ok place to work,1
IBM,4/24/2019, Data Analyst,"Current Employee, more than 1 year",Bangalore,4,4,4,4,4,3,2,"the company is Flexible and new technolgy opportunities are available but lesser hikes, compensation.",2
IBM,05-02-2019, Senior Data Analyst,"Current Employee, less than 1 year","Gurgaon, Haryana, Haryana",5,3,4,4,4,3,3,"NIce working culture, good opportunities",0
IBM,05-03-2019, Oracle Database Administrator,"Current Employee, more than 1 year",Bangalore,5,4,5,4,5,2,4,work culture is so good,0
IBM,5/15/2019, Data Scientist,"Current Employee, more than 1 year",Bangalore,5,5,5,5,5,5,5,Best Company to Work For,0
IBM,5/29/2019, Oracle Database Administrator,"Current Employee, more than 3 years",Pune,5,5,5,4,5,4,5,Nice Company to Work it also has good work culture but appraisals are not good.,2
IBM,06-11-2019, Data Scientist,"Current Employee, more than 3 years",Bangalore,4,5,5,5,4,4,3,Skills required for Data Scientist are well advanced and have good resources. ,0
IBM,6/27/2019, Database Administrator,"Current Employee, more than 1 year",Chennai,4,5,4,5,4,1,4,Good for work life balance and good network can be built and provides good resources .,0
IBM,07-08-2019, Data Engineer,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",5,5,5,3,4,3,4,Great place to work at if you need time for yourself and your family.,0
IBM,07-09-2019, Data Specialist,"Current Employee, more than 1 year",Pune,4,4,4,2,4,4,3,Great place to work and good learning opportunites available good work life balance.,0
IBM,07-10-2019, Mssql Database Administrator,"Current Employee, more than 5 years",Bangalore,5,5,5,4,3,2,3,Great place to work at if you need time for yourself and your family overall a good company.,0
IBM,7/15/2019, Data Scientist,"Current Employee, more than 1 year",Bangalore,4,5,5,4,4,3,4,Working with IBM is good not only for work life balance but also for better opportunities in the domain,0
IBM,7/25/2019, Data Scientist,"Current Employee, more than 3 years",Noida,4,5,5,3,4,4,5,Data Scientist role is upto the global standard and provieds excellent work experience.,0
IBM,08-12-2019, Data Engineer,"Current Employee, more than 1 year",Calcutta,5,5,5,5,5,2,5,Data Engineer role is good but work environment and management is bad ,1
IBM,8/13/2019, Data Engineer,"Current Employee, more than 5 years","Gurgaon, Haryana, Haryana",4,5,4,3,3,1,3,Good company to work and learn . Good worklife balance.,0
IBM,8/22/2019, Data Engineer,"Current Employee, more than 3 years",Bangalore,3,4,3,4,4,2,3,Ok place to work and improve skills. Very less salaries and low hikes.,1
IBM,8/30/2019, Data Engineer,"Current Employee, more than 5 years","Gurgaon, Haryana, Haryana",4,5,3,4,4,4,3,An organization with good policies but lack growth adore IBM as an employer which has some great policies as far as employees are concerned with special needs. ,0
IBM,9/13/2019, Data Programmer,"Current Employee, more than 1 year","Indi, Karnataka, Karnataka",4,4,5,3,4,3,4,data programmer pay and hike is less but flexible timing and good work environment.,2
IBM,9/29/2019, Data Analyst,"Current Employee, more than 3 years",Bangalore,4,4,3,4,4,2,2,Data Analyst role good bit less hikes poor bonus and management but it provides hassle-free work.,2
